,auc1,auc2,auc3,auc4,auc5
0,0.8197610212916335,0.806232882763495,0.7991872073504727,0.818104514533086,0.8177952999381572
1,0.8118805317068319,0.8247422680412371,0.821747825990873,0.809350172926266,0.8023005270659993
2,0.8245358251322663,0.8215204833383036,0.8281696985762725,0.8366192827241901,0.8350619083910445
3,0.7991296837629551,0.7851005403490123,0.7893524670032775,0.8044335193551244,0.7784790504030472
4,0.8191646788585566,0.8270717377860235,0.814382896015549,0.8325602968460111,0.8310473540065376
