,specificity1,specificity2,specificity3,specificity4,specificity5,specificity6,specificity7,specificity8,specificity9,specificity10
0,0.7777777777777778,0.8,0.83,0.7591240875912408,0.7967479674796748,0.8118811881188119,0.8285714285714286,0.7950819672131147,0.7983193277310925,0.831858407079646
1,0.8205128205128205,0.8823529411764706,0.8267716535433071,0.8877551020408163,0.8264462809917356,0.8737864077669902,0.8482142857142857,0.8785046728971962,0.8267716535433071,0.8125
2,0.7884615384615384,0.7614678899082569,0.8172043010752689,0.8809523809523809,0.7433628318584071,0.7735849056603774,0.7226890756302521,0.6974789915966386,0.8163265306122449,0.8288288288288288
3,0.8648648648648649,0.8013698630136986,0.8188976377952756,0.8125,0.8071428571428572,0.813953488372093,0.8253968253968254,0.7078651685393258,0.8046875,0.7956204379562044
4,0.7786885245901639,0.7070063694267515,0.794392523364486,0.7786259541984732,0.7983193277310925,0.7659574468085106,0.7876712328767124,0.7981651376146789,0.7592592592592593,0.8135593220338984
5,0.8828125,0.937007874015748,0.9327731092436975,0.8909090909090909,0.8688524590163934,0.905982905982906,0.8429752066115702,0.8345323741007195,0.9523809523809523,0.93
6,0.8203125,0.8796296296296297,0.8787878787878788,0.8482142857142857,0.8818181818181818,0.8796296296296297,0.89,0.8738738738738738,0.8584905660377359,0.8617021276595744
7,0.8189655172413793,0.8412698412698413,0.8571428571428571,0.8050847457627118,0.8625,0.85,0.8584905660377359,0.8090909090909091,0.8461538461538461,0.875
8,0.8064516129032258,0.7310924369747899,0.7394957983193278,0.7348484848484849,0.7708333333333334,0.7169811320754716,0.7864077669902912,0.7563025210084033,0.7407407407407407,0.7835051546391752
9,0.7666666666666667,0.7757009345794392,0.7480314960629921,0.7522935779816514,0.7155172413793104,0.7922077922077922,0.7264957264957265,0.7475728155339806,0.7264150943396226,0.7727272727272727
