,sensitivity1,sensitivity2,sensitivity3,sensitivity4,sensitivity5,sensitivity6,sensitivity7,sensitivity8,sensitivity9,sensitivity10
0,0.6630434782608695,0.65625,0.671875,0.7290322580645161,0.7159763313609467,0.6649214659685864,0.6844919786096256,0.711764705882353,0.7052023121387283,0.7094972067039106
1,0.664804469273743,0.6597938144329897,0.6982248520710059,0.6515151515151515,0.68,0.6580310880829016,0.6684782608695652,0.671957671957672,0.6982248520710059,0.6467391304347826
2,0.7340425531914894,0.73224043715847,0.7185929648241206,0.7211538461538461,0.7318435754189944,0.7311827956989247,0.7341040462427746,0.7167630057803468,0.7319587628865979,0.7790055248618785
3,0.6931216931216931,0.7597402597402597,0.7109826589595376,0.7093023255813954,0.74375,0.7134502923976608,0.7126436781609196,0.7704918032786885,0.7034883720930233,0.7239263803680982
4,0.6149425287356322,0.6330935251798561,0.5925925925925926,0.6363636363636364,0.6214689265536724,0.6516129032258065,0.6866666666666666,0.5989304812834224,0.574468085106383,0.6292134831460674
5,0.5892857142857143,0.6272189349112426,0.5988700564971752,0.5483870967741935,0.5632183908045977,0.5754189944134078,0.5428571428571428,0.5796178343949044,0.5706806282722513,0.5459183673469388
6,0.7865853658536586,0.7554347826086957,0.7253886010362695,0.75,0.7637362637362637,0.7554347826086957,0.734375,0.7624309392265194,0.7365591397849462,0.702020202020202
7,0.6166666666666667,0.6588235294117647,0.5804878048780487,0.6123595505617978,0.5601851851851852,0.6477272727272727,0.6157894736842106,0.5967741935483871,0.6041666666666666,0.6
8,0.6432160804020101,0.6589595375722543,0.6647398843930635,0.69375,0.6326530612244898,0.6236559139784946,0.656084656084656,0.6763005780346821,0.7070063694267515,0.6410256410256411
9,0.7790697674418605,0.745945945945946,0.7878787878787878,0.7377049180327869,0.7329545454545454,0.6790697674418604,0.7428571428571429,0.7195767195767195,0.7150537634408602,0.7527472527472527
