,auc1,auc2,auc3,auc4,auc5
0,0.6520010601643254,0.7321207703860765,0.7252628324056896,0.7253180492976411,0.5557359307359307
1,0.6307444116639596,0.6816941249267965,0.6145346460260107,0.6754731991911691,0.5329001889481884
2,0.5892949843710306,0.7253829925886653,0.7232733578536952,0.6785623557219699,0.6779769596960359
3,0.6905173177429357,0.6309681991318983,0.6844826822570645,0.6623150854814421,0.6666998848436532
4,0.6062593868716317,0.6764842300556586,0.6628898312571783,0.665109550313632,0.6902442795299938
